Authors,Author full names,Author(s) ID,Title,Planet,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Country of Origin,Institution,Affiliations,Authors with affiliations,Funding Texts,Funding Source,Publisher,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
Pollice L.; Cascioli G.; Federici L.; Iannelli P.; Di Stefano I.; Ciallella M.; Casini S.; De Gasperis S.; Corallo F.; Rasoni C.A.; Filice V.; Eugeni M.; Palermo G.; Gaudenzi P.,"Pollice, L. (57193767521); Cascioli, G. (57218315261); Federici, L. (57205207649); Iannelli, P. (57192253459); Di Stefano, I. (57208629228); Ciallella, M. (57208621897); Casini, S. (57208630902); De Gasperis, S. (57208630471); Corallo, F. (57208622629); Rasoni, C.A. (57208620911); Filice, V. (57208633023); Eugeni, M. (55246436100); Palermo, G. (56531573200); Gaudenzi, P. (7004213263)",57193767521; 57218315261; 57205207649; 57192253459; 57208629228; 57208621897; 57208630902; 57208630471; 57208622629; 57208620911; 57208633023; 55246436100; 56531573200; 7004213263,A preliminary design of a mission to Triton: A concurrent engineering approach,Neptune,2018,"Proceedings of the International Astronautical Congress, IAC",2018-October,,,,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065337690&partnerID=40&md5=521f0f7ac642c29a64b26965b74e3a0f,United States,Sapienza Università di Roma,"Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy","Pollice L., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; Cascioli G., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; Federici L., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; Iannelli P., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; Di Stefano I., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; Ciallella M., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; Casini S., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; De Gasperis S., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; Corallo F., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; Rasoni C.A., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; Filice V., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; Eugeni M., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; Palermo G., Department of Mechanical and Aerospace Engineering, Sapienza University of Rome, Via Eudossiana, 18, Rome, 00184, Italy; Gaudenzi P.",,NA,"International Astronautical Federation, IAF",English,Conference paper,Final,,Scopus,2-s2.0-85065337690
Giordano C.; Topputo F.,"Giordano, Carmine (57211201728); Topputo, Francesco (8712815100)",57211201728; 8712815100,Modeling and optimization of aero-ballistic capture,Mars,2019,Advances in the Astronautical Sciences,168,,AAS 19-323,501,515,14,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072955657&partnerID=40&md5=f7fad074c84c0bf3a4f64c15a5bb0948,Italy,Politecnico di Milano,"Department of Aerospace Science and Technology, Politecnico di Milano, Milan, Italy","Giordano C., Department of Aerospace Science and Technology, Politecnico di Milano, Milan, Italy; Topputo F., Department of Aerospace Science and Technology, Politecnico di Milano, Milan, Italy",,NA,Univelt Inc.,English,Conference paper,Final,,Scopus,2-s2.0-85072955657
Austin A.; Nelessen A.; Strauss B.; Ravich J.; Lobbia M.; Venkatapathy E.; Wercinski P.; Yount B.; Wilder M.; Cassell A.; Aftosmis M.; Braun R.; Roelke E.; Rollock A.,"Austin, Alex (57194609922); Nelessen, Adam (56323793200); Strauss, Bill (57209637666); Ravich, Joshua (57209638936); Lobbia, Marcus (16643275700); Venkatapathy, Ethiraj (6701471584); Wercinski, Paul (6602186880); Yount, Bryan (55313731600); Wilder, Michael (7006466942); Cassell, Alan (7004364774); Aftosmis, Michael (57203414378); Braun, Robert (7402220888); Roelke, Evan (56814957600); Rollock, Annika (57214806423)",57194609922; 56323793200; 57209637666; 57209638936; 16643275700; 6701471584; 6602186880; 55313731600; 7006466942; 7004364774; 57203414378; 7402220888; 56814957600; 57214806423,Smallsat aerocapture: Breaking the rocket equation to enable a new class of planetary missions,Generic,2019,"Proceedings of the International Astronautical Congress, IAC",2019-October,,IAC-19_B4_8_2_x51457,,,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079187506&partnerID=40&md5=a4eea35e3c4bd6818befbfc03a0df7cb,United States,NASA Jet Propulsion Laboratory,"NASA Jet Propulsion Laboratory, California Institute of Technology, United States; NASA Ames Research Center, United States; University of Colorado, Boulder, United States","Austin A., NASA Jet Propulsion Laboratory, California Institute of Technology, United States; Nelessen A., NASA Jet Propulsion Laboratory, California Institute of Technology, United States; Strauss B., NASA Jet Propulsion Laboratory, California Institute of Technology, United States; Ravich J., NASA Jet Propulsion Laboratory, California Institute of Technology, United States; Lobbia M., NASA Jet Propulsion Laboratory, California Institute of Technology, United States; Venkatapathy E., NASA Ames Research Center, United States; Wercinski P., NASA Ames Research Center, United States; Yount B., NASA Ames Research Center, United States; Wilder M., NASA Ames Research Center, United States; Cassell A., NASA Ames Research Center, United States; Aftosmis M., NASA Ames Research Center, United States; Braun R., University of Colorado, Boulder, United States; Roelke E., University of Colorado, Boulder, United States; Rollock A., University of Colorado, Boulder, United States",A portion of this research was funded by the NASA Science Mission Directorate Center Innovation Fund through the NASA Ames Research Center.,NASA,"International Astronautical Federation, IAF",English,Conference paper,Final,,Scopus,2-s2.0-85079187506
Heidrich C.R.; Dutta S.; Braun R.D.,"Heidrich, C.R. (57202036483); Dutta, S. (36697841900); Braun, R.D. (7402220888)",57202036483; 36697841900; 7402220888,Modern aerocapture guidance to enable reduced-lift vehicles at neptune,Neptune,2019,Advances in the Astronautical Sciences,168,,AAS 19-221,4049,4059,10,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072985751&partnerID=40&md5=2bc45a278b6c39e07855cf17e733ff80,United States,"Univ. of Colorado, Boulder","University of Colorado Boulder, 431 UCB, Boulder, 80309, CO, United States; NASA Langley Research Center, Atmospheric Flight and Entry Systems Branch, 1 N. Dryden Street, M/S 489, Hampton, 23681, VA, United States; University of Colorado Boulder, 429 UCB, Boulder, 80309, CO, United States","Heidrich C.R., University of Colorado Boulder, 431 UCB, Boulder, 80309, CO, United States; Dutta S., NASA Langley Research Center, Atmospheric Flight and Entry Systems Branch, 1 N. Dryden Street, M/S 489, Hampton, 23681, VA, United States; Braun R.D., University of Colorado Boulder, 429 UCB, Boulder, 80309, CO, United States",This work is funded through a NASA Space Technology Research Fellowship. The authors extend their gratitude to Dr. P. Lu and Mr. K. Webb for their original success integrating FNPAG in POST2.,NA,Univelt Inc.,English,Conference paper,Final,,Scopus,2-s2.0-85072985751
Falcone G.; Williams J.W.; Putnam Z.R.,"Falcone, G. (57191970719); Williams, J.W. (57201352411); Putnam, Z.R. (10239114100)",57191970719; 57201352411; 10239114100,Assessment of aerocapture for orbit insertion of small satellites at Mars,Mars,2019,Journal of Spacecraft and Rockets,56,6,,1689,1703,14,15,10.2514/1.A34444,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077218128&doi=10.2514%2f1.A34444&partnerID=40&md5=751cb4e3023d2c57cfa39269081f9610,United States,"Univ. of Illinois, Urbana-Champaign","University of Illinois at Urbana-Champaign, 104 S. Wright St., Urbana, 61801, IL, United States","Falcone G., University of Illinois at Urbana-Champaign, 104 S. Wright St., Urbana, 61801, IL, United States; Williams J.W., University of Illinois at Urbana-Champaign, 104 S. Wright St., Urbana, 61801, IL, United States; Putnam Z.R., University of Illinois at Urbana-Champaign, 104 S. Wright St., Urbana, 61801, IL, United States",,NA,American Institute of Aeronautics and Astronautics Inc.,English,Article,Final,,Scopus,2-s2.0-85077218128
Werner M.S.; Braun R.D.,"Werner, Michael S. (57193862557); Braun, Robert D. (7402220888)",57193862557; 7402220888,Mission design and performance analysis of a smallsat aerocapture flight test,Earth,2019,Journal of Spacecraft and Rockets,56,6,,1704,1713,9,8,10.2514/1.A33997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077207095&doi=10.2514%2f1.A33997&partnerID=40&md5=981e664424b65072055ea83df0144530,United States,"Univ. of Colorado, Boulder","Department of Aerospace Engineering Sciences, University of Colorado Boulder, Boulder, 80309, CO, United States","Werner M.S., Department of Aerospace Engineering Sciences, University of Colorado Boulder, Boulder, 80309, CO, United States; Braun R.D., Department of Aerospace Engineering Sciences, University of Colorado Boulder, Boulder, 80309, CO, United States","This work was supported by a NASA Space Technology Research Fellowship. This work was initiated while both authors were employed at the Georgia Institute of Technology. The authors would like to thank Georgia Tech personnel Bryce Woollard, Anirudh Tadanki, and Swapnil Pujari, as well as JPL employees Rob Lock, Adam Nelessen, and Ryan Woolley for their assistance. The authors would also like to thank Zachary Putnam, University of Illinois at Urbana-Champaign, for his guidance.",NASA,American Institute of Aeronautics and Astronautics Inc.,English,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85077207095
Barad K.R.; Shribharath B.; Kothari M.,"Barad, Kuldeep R. (57191538725); Shribharath, B. (57202545075); Kothari, Mangal (55807803900)",57191538725; 57202545075; 55807803900,Computationally efficient suboptimal guidance for aerocapture,Generic,2019,AIAA Scitech 2019 Forum,,,,,,,0,10.2514/6.2019-0669,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083941609&doi=10.2514%2f6.2019-0669&partnerID=40&md5=ceecb21b6286b6b15b6a136740448022,India,"Indian Institute of Tech., Kanpur","Dept. of Aerospace Engineering, Indian Institute of Technology, Kanpur, 208016, Uttar Pradesh, India","Barad K.R., Dept. of Aerospace Engineering, Indian Institute of Technology, Kanpur, 208016, Uttar Pradesh, India; Shribharath B., Dept. of Aerospace Engineering, Indian Institute of Technology, Kanpur, 208016, Uttar Pradesh, India; Kothari M., Dept. of Aerospace Engineering, Indian Institute of Technology, Kanpur, 208016, Uttar Pradesh, India",,NA,"American Institute of Aeronautics and Astronautics Inc, AIAA",English,Conference paper,Final,,Scopus,2-s2.0-85083941609
Roelke E.; Braun R.D.; Werner M.S.,"Roelke, E. (56814957600); Braun, R.D. (7402220888); Werner, M.S. (57193862557)",56814957600; 7402220888; 57193862557,Single-stage drag modulation gnc performance for venus aerocapture demonstration,Venus,2019,AIAA Scitech 2019 Forum,,,,,,,7,10.2514/6.2019-0016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083941938&doi=10.2514%2f6.2019-0016&partnerID=40&md5=aac4c1314423fa01cae136ecbe42682e,United States,"Univ. of Colorado, Boulder","University of Colorado Boulder, United States","Roelke E., University of Colorado Boulder, United States; Braun R.D., University of Colorado Boulder, United States; Werner M.S., University of Colorado Boulder, United States",The authors would like to thank the Jet Propulsion Laboratory for funding this research during the 2017-2018 Fiscal Year.,NASA,"American Institute of Aeronautics and Astronautics Inc, AIAA",English,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85083941938
Machado L.B.; Wilde M.; Kaplinger B.; Moses R.W.,"Machado, Larissa Balestrero (57210113975); Wilde, Markus (56042467900); Kaplinger, Brian (36124864500); Moses, Robert W. (57220518954)",57210113975; 56042467900; 36124864500; 57220518954,Optimal guidance for mars aerocapture maneuver,Mars,2019,Advances in the Astronautical Sciences,168,,AAS 19-508,2497,2515,18,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072987900&partnerID=40&md5=649fc7ca17e52349568950e168132cd2,United States,Florida Inst. Of Technology,"Florida Institute of Technology, Melbourne, 32901, FL, United States; Aldrin Space Institute, Florida Institute of Technology, Melbourne, 32901, FL, United States; Atmospheric Flight and Entry Systems Branch, NASA Langley Research Center, Hampton, 23681, VA, United States","Machado L.B., Florida Institute of Technology, Melbourne, 32901, FL, United States; Wilde M., Florida Institute of Technology, Melbourne, 32901, FL, United States; Kaplinger B., Aldrin Space Institute, Florida Institute of Technology, Melbourne, 32901, FL, United States; Moses R.W., Atmospheric Flight and Entry Systems Branch, NASA Langley Research Center, Hampton, 23681, VA, United States",,NA,Univelt Inc.,English,Conference paper,Final,,Scopus,2-s2.0-85072987900
Peng Y.-M.; Xu B.; Lu X.; Fang B.-D.; Zhang H.,"Peng, Yu-Ming (36021949000); Xu, Bo (56411317400); Lu, Xi (57204294635); Fang, Bao-Dong (56501342800); Zhang, Heng (57191594683)",36021949000; 56411317400; 57204294635; 56501342800; 57191594683,Analytical predictive guidance algorithm based on single ballistic coefficient switching for mars aerocapture,Mars,2019,International Journal of Aerospace Engineering,2019,,5765901,,,,4,10.1155/2019/5765901,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063483851&doi=10.1155%2f2019%2f5765901&partnerID=40&md5=b52b6e53d27d0a0da834f774fd16c8f6,China,Nanjing Univ.,"School of Astronomy and Space Science, Nanjing University, Nanjing, China; Shanghai Institute of Satellite Engineering, Shanghai, China; School of Aeronautics and Astronautics, Sun Yat-sen University, Shenzhen, China; Shanghai Key Laboratory of Deep Space Exploration Technology, Shanghai, China","Peng Y.-M., School of Astronomy and Space Science, Nanjing University, Nanjing, China, Shanghai Institute of Satellite Engineering, Shanghai, China; Xu B., School of Aeronautics and Astronautics, Sun Yat-sen University, Shenzhen, China; Lu X., Shanghai Institute of Satellite Engineering, Shanghai, China, Shanghai Key Laboratory of Deep Space Exploration Technology, Shanghai, China; Fang B.-D., Shanghai Key Laboratory of Deep Space Exploration Technology, Shanghai, China; Zhang H., Shanghai Institute of Satellite Engineering, Shanghai, China, Shanghai Key Laboratory of Deep Space Exploration Technology, Shanghai, China","This study was supported by the National Basic Research Program 973 of China (2015CB857100), The Base of National Defense Scientific Research Fund (no. 2016110C019), the National Natural Science Foundation of China (no. 11603011), and the Civil Aerospace Preresearch Program (no. D030106)",National Natural Science Foundation of China,Hindawi Limited,English,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85063483851
Zinner E.J.; Putnam Z.R.,"Zinner, Evan J. (57211207430); Putnam, Zachary R. (10239114100)",57211207430; 10239114100,Parking orbit selection for mars aerocapture-entry systems,Mars,2019,Advances in the Astronautical Sciences,168,,AAS 19-463,2435,2454,19,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072946198&partnerID=40&md5=831cc0d9d0b1a7cbaf66e3fda15e36df,United States,"Univ. of Illinois, Urbana-Champaign","Department of Aerospace Engineering, University of Illinois at Urbana-Champaign, 107 S. Wright St, Urbana, 61801, IL, United States","Zinner E.J., Department of Aerospace Engineering, University of Illinois at Urbana-Champaign, 107 S. Wright St, Urbana, 61801, IL, United States; Putnam Z.R., Department of Aerospace Engineering, University of Illinois at Urbana-Champaign, 107 S. Wright St, Urbana, 61801, IL, United States",,NA,Univelt Inc.,English,Conference paper,Final,,Scopus,2-s2.0-85072946198
Spilker T.R.; Adler M.; Arora N.; Beauchamp P.M.; Cutts J.A.; Munk M.M.; Powell R.W.; Braun R.D.; Wercinski P.F.,"Spilker, Thomas R. (6602085794); Adler, Mark (57203872482); Arora, Nitin (35932010700); Beauchamp, Patricia M. (7006809694); Cutts, James A. (7007085257); Munk, Michelle M. (7006078520); Powell, Richard W. (7402348304); Braun, Robert D. (7402220888); Wercinski, Paul F. (6602186880)",6602085794; 57203872482; 35932010700; 7006809694; 7007085257; 7006078520; 7402348304; 7402220888; 6602186880,Qualitative assessment of aerocapture and applications to future missions,Generic,2019,Journal of Spacecraft and Rockets,56,2,,536,545,9,28,10.2514/1.A34056,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063941687&doi=10.2514%2f1.A34056&partnerID=40&md5=00485d2e905b97666677e91c0d350fd8,United States,NASA Jet Propulsion Laboratory,"Monrovia, 91016, CA, United States; Jet Propulsion Laboratory, California Institute of Technology, Mars Exploration Program, 4800 Oak Grove Drive, Pasadena, 91109, CA, United States; NASA Langley Research Center, Mail Stop 489, 1 North Dryden Street, Hampton, 23681, VA, United States; NASA Langley Research Center, Analytical Mechanics Associates, 21 Enterprise Parkway, Hampton, 23681, VA, United States; University of Colorado, Boulder, 80309, CO, United States; NASA Ames Research Center, ADEPT Project, Mail Stop 229-3, Moffett Field, 94035, CA, United States","Spilker T.R., Monrovia, 91016, CA, United States; Adler M., Jet Propulsion Laboratory, California Institute of Technology, Mars Exploration Program, 4800 Oak Grove Drive, Pasadena, 91109, CA, United States; Arora N., Jet Propulsion Laboratory, California Institute of Technology, Mars Exploration Program, 4800 Oak Grove Drive, Pasadena, 91109, CA, United States; Beauchamp P.M., Jet Propulsion Laboratory, California Institute of Technology, Mars Exploration Program, 4800 Oak Grove Drive, Pasadena, 91109, CA, United States; Cutts J.A., Jet Propulsion Laboratory, California Institute of Technology, Mars Exploration Program, 4800 Oak Grove Drive, Pasadena, 91109, CA, United States; Munk M.M., NASA Langley Research Center, Mail Stop 489, 1 North Dryden Street, Hampton, 23681, VA, United States; Powell R.W., NASA Langley Research Center, Analytical Mechanics Associates, 21 Enterprise Parkway, Hampton, 23681, VA, United States; Braun R.D., University of Colorado, Boulder, 80309, CO, United States; Wercinski P.F., NASA Ames Research Center, ADEPT Project, Mail Stop 229-3, Moffett Field, 94035, CA, United States","The research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with NASA.",NASA,American Institute of Aeronautics and Astronautics Inc.,English,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85063941687
